latitude,longitude,rashid,rcb_win,next_cap_hardik,sachin,team
6.4043217,-58.625825,0,1,1,1,6 6 8 2 4 3 8 9 3 4
-2.9118209,119.3250347,1,0,0,0,7 6 7 1 1 7 2 6 1 6
44.0738696,41.9213303,0,0,0,1,7 3 5 5 1 6 1 1 3 7
-30.8263741,27.9776173,0,1,1,0,2 1 6 3 9 4 9 3 4 9
-54.8079502,-68.3214955,0,1,1,1,6 8 9 2 5 3 1 1 3 1
-6.4933318,106.8809319,0,0,1,1,8 5 8 1 4 3 2 3 2 3
51.2109898,19.7526658,1,1,0,0,4 2 5 6 9 1 5 3 3 1
16.9846184,122.0047563,1,0,1,0,9 3 6 4 3 9 3 2 4 9
65.836924,13.1934011,1,0,1,1,6 7 7 6 3 4 5 3 8 2
62.1865035,15.6532841,1,0,1,0,3 4 3 6 7 4 7 5 8 4
35.7518326,104.2861116,1,0,0,1,8 1 2 5 7 2 4 8 1 1
-34.610303,-58.410092,1,1,0,1,1 8 6 7 1 5 6 1 5 6
-10.1678413,123.574902,1,0,0,1,1 2 4 6 9 2 2 8 1 3
35.6963947,139.6800321,1,0,1,0,6 6 6 2 5 4 6 4 5 9
14.6324372,120.993155,1,1,1,0,9 1 4 3 7 9 8 7 2 4
52.0646474,21.4836639,1,1,0,1,2 1 7 7 6 6 8 1 4 1
7.5790498,-8.5363982,1,1,0,1,6 4 1 9 6 1 9 5 8 2
34.341574,108.93977,1,1,0,0,9 8 8 6 8 4 2 5 7 6
30.135462,113.184645,1,1,1,1,3 6 4 1 2 5 3 8 5 3
13.7866222,120.9767873,1,0,1,0,1 6 2 5 9 7 9 2 6 8
29.555948,113.87801,0,0,0,0,3 6 2 1 1 3 1 5 4 9
34.058401,107.319116,0,1,0,0,5 7 3 1 5 4 9 5 4 9
-23.534948,-46.7737972,0,0,0,1,8 6 7 3 3 9 4 2 9 2
42.7996836,27.2454348,1,0,0,1,7 5 7 5 8 8 2 4 3 3
57.7306723,12.0586546,1,0,1,1,7 4 1 7 4 2 4 3 6 8
49.7055805,18.2243639,1,0,0,1,8 2 9 9 5 8 2 6 9 4
23.913205,116.464983,0,1,0,1,2 3 8 9 6 7 2 3 1 6
8.4846735,123.8022922,1,1,1,1,1 3 9 3 6 7 5 9 7 7
48.239431,129.3909831,0,0,1,1,5 1 7 2 7 9 9 2 6 3
-18.5926206,-46.5203453,0,0,1,0,5 6 6 7 4 1 4 2 7 9
53.9735591,-8.2969737,0,0,1,0,4 8 5 4 3 6 3 6 8 8
43.1497943,141.2852678,1,0,0,0,6 2 8 6 3 4 2 2 9 4
5.709563,-77.2666969,1,0,1,0,9 6 9 1 2 6 1 5 1 9
41.701706,48.2809323,0,0,1,0,9 9 7 8 7 2 7 8 9 2
33.8305244,-4.8353154,0,0,0,1,1 7 4 3 5 6 8 1 6 8
29.677333,104.747254,1,0,0,0,3 5 7 5 2 7 1 9 7 8
32.101031,114.125656,1,1,0,0,4 8 7 6 1 3 6 5 7 8
10.1986882,-61.4377107,1,0,0,1,2 1 9 5 2 8 6 1 8 7
46.9063815,102.7636515,1,1,1,0,3 4 7 6 1 2 1 8 2 8
-8.2824,125.0434,1,1,1,0,2 7 7 3 8 1 4 6 7 6
46.9483051,1.9894311,0,1,1,1,8 9 3 9 1 9 5 9 4 1
-7.4903037,108.0865424,0,1,0,0,9 7 4 6 3 7 2 3 2 4
-8.669071,115.213781,1,1,1,1,7 2 8 9 8 6 2 2 3 4
55.0488923,41.1651836,1,0,1,1,9 4 4 9 1 1 7 1 7 5
16.9905258,121.637093,1,0,0,0,6 8 3 4 8 8 7 4 5 9
51.6919243,21.5535126,1,0,1,0,4 4 1 5 8 1 3 3 6 6
35.6479869,36.6795425,1,1,0,1,6 3 2 1 6 1 7 1 7 4
52.2542902,19.034146,1,0,0,0,9 4 2 5 1 4 7 5 5 7
24.479833,118.089425,0,0,0,1,6 6 6 2 7 7 6 1 7 8
25.8812265,-97.5199862,1,0,1,0,1 1 9 3 6 2 5 4 4 2
-34.6645787,-58.5055758,0,0,0,0,1 3 5 4 6 3 6 7 1 2
49.7719889,18.4323316,0,0,1,0,5 7 5 6 5 5 2 1 5 4
2.1701072,21.4872092,1,1,0,0,9 3 9 9 8 9 8 4 9 7
46.2961712,14.8062347,0,0,1,0,8 4 1 1 3 7 8 7 5 8
-7.3118486,108.6383454,1,1,1,1,4 7 6 8 7 2 3 5 1 8
55.6411722,37.8060214,1,1,0,0,2 5 4 9 9 6 5 2 3 2
14.1257455,-89.4954794,0,1,0,1,5 2 5 2 4 3 3 9 7 9
-13.470532,-72.8795,1,1,1,0,1 8 4 7 8 8 4 2 4 5
31.848896,35.159029,1,1,0,0,9 1 1 4 6 4 4 7 2 3
-19.9125279,-41.4812771,0,1,1,0,2 7 4 8 8 7 7 4 4 6
55.5146696,35.8272389,0,0,1,1,4 4 6 3 2 1 2 4 2 2
22.517585,113.39277,0,1,0,1,1 7 8 8 6 5 6 6 7 5
39.982718,117.078294,0,1,1,0,7 1 3 3 4 3 1 3 5 1
32.165,108.8822222,0,1,1,0,3 4 7 4 3 9 6 4 1 6
27.08556,112.949437,0,0,1,0,1 1 4 8 8 5 6 7 2 6
30.66044,120.013991,0,1,1,1,6 4 2 7 3 4 3 3 9 2
-25.1720132,46.0897124,0,0,0,0,3 8 4 9 1 7 8 6 2 3
44.275895,123.9674831,0,1,1,0,9 2 5 5 3 5 3 1 1 9
-8.2127777,112.3456985,0,1,1,1,4 3 2 7 4 7 3 7 3 7
41.0699247,-80.6937177,0,0,1,1,7 6 2 9 5 9 7 1 5 9
32.4289299,74.2728564,1,0,1,0,9 2 2 6 2 9 5 8 4 9
36.56253,36.73828,0,0,0,1,8 4 2 6 2 9 9 6 2 1
53.5659675,15.28454,0,0,1,1,1 4 1 3 5 7 5 1 5 3
49.879152,15.9316109,0,1,0,0,8 7 1 8 1 1 3 4 6 7
41.6872905,-7.6707137,1,0,0,1,1 4 7 9 9 9 5 3 1 3
16.044749,120.488576,0,1,0,0,2 3 7 5 2 6 4 9 1 2
46.3601437,32.3522621,0,0,1,0,2 4 6 1 9 7 3 9 3 9
-6.3991308,106.7411559,1,1,1,0,8 6 3 2 4 1 4 7 2 6
61.2323264,7.1061441,0,1,1,0,2 4 2 1 5 1 5 6 2 3
59.3779388,10.7605604,1,0,1,0,7 5 4 7 8 8 8 5 5 1
57.3937216,21.5647066,0,0,1,0,3 2 2 8 7 7 8 7 7 7
22.816884,115.830376,0,1,0,1,5 1 4 2 5 7 4 8 4 6
3.14405,101.69676,1,0,1,1,3 6 9 2 4 8 9 1 7 9
14.2462858,121.4934758,1,0,1,1,1 1 3 4 3 8 1 3 7 3
41.424441,47.8443304,1,0,0,0,8 1 7 8 7 7 5 8 7 3
2.5214059,33.3486147,1,1,0,0,3 5 9 5 4 2 5 9 7 6
48.8231572,103.5218199,1,1,0,1,8 2 4 2 8 5 9 7 1 6
17.038735,100.3161126,1,1,0,0,5 9 7 9 4 3 1 2 4 2
-12.8955513,-38.6779363,0,1,0,1,6 5 4 5 9 9 4 6 9 1
45.768045,15.947739,1,1,1,0,2 4 4 8 1 7 8 8 4 1
26.396895,118.449395,1,1,0,0,8 6 6 7 7 5 5 8 9 2
4.3320676,18.5166348,0,0,1,0,3 5 6 8 1 8 8 1 1 1
-8.535678,121.8135556,1,1,0,1,6 8 7 5 4 6 2 6 7 1
19.3795618,-71.1948782,1,1,1,0,7 9 1 9 8 6 5 5 7 8
53.2948229,69.4047872,1,1,0,0,7 4 4 2 7 2 2 9 1 5
13.8135951,100.4227992,0,1,1,1,7 9 6 4 6 6 4 1 9 2
31.220367,121.424624,1,0,1,0,2 6 4 9 1 6 9 9 3 6
51.568154,85.555473,0,1,0,0,4 2 9 7 8 8 7 5 7 7
54.5940619,-5.9308088,0,1,0,0,1 7 8 7 3 7 4 1 9 1
20.6941604,-103.3818783,1,1,0,1,8 3 5 9 8 4 8 3 5 4
57.6437016,32.4624195,0,0,1,0,5 8 6 5 1 9 8 9 9 3
9.1482421,9.7985457,1,0,0,1,1 7 5 8 1 4 1 2 3 6
51.598282,-0.198414,1,1,1,1,4 2 2 2 7 8 8 9 2 6
18.4529003,105.7644596,0,1,1,0,6 1 5 4 7 3 8 1 3 3
18.1741581,-78.0295273,1,1,1,1,2 4 2 8 6 7 7 7 1 4
0.0851034,-76.8940156,1,1,1,0,1 4 1 9 5 5 7 8 6 4
35.9528417,139.0791865,1,0,1,0,4 6 8 1 7 7 9 4 2 9
-10.4555,121.9359,1,1,1,1,7 9 2 8 5 8 4 7 4 9
20.1400094,-75.2128996,0,1,0,1,5 9 2 8 9 8 2 4 9 6
37.9346483,22.8455989,1,1,1,0,9 8 8 2 4 5 3 8 3 2
53.1915379,-6.1191333,0,0,1,1,1 9 4 2 7 9 2 4 9 2
22.254836,113.467503,1,1,0,0,1 5 6 4 2 8 5 8 3 8
-5.6202503,-78.4695111,1,1,0,1,7 9 7 3 4 7 7 2 6 5
53.806868,-9.1327273,1,0,1,1,6 8 9 5 1 1 1 3 9 5
-6.4712737,110.8171082,1,1,1,0,5 8 9 8 1 3 7 1 9 7
-27.0032601,-49.2435998,1,0,1,0,6 1 7 2 8 9 1 6 5 2
4.8478109,9.8180732,1,0,1,1,8 1 9 9 8 6 4 4 5 9
40.3643523,70.8001028,1,1,1,0,6 7 4 2 3 2 7 8 4 3
28.5099229,81.1085744,1,0,0,0,3 2 9 1 5 7 5 1 2 4
58.7075528,14.1266322,1,1,1,0,6 6 8 9 8 1 8 3 9 3
7.1650433,124.8772813,0,1,0,0,3 6 1 6 7 4 7 4 6 1
57.8675746,39.5333394,1,0,0,1,8 3 5 6 6 6 7 7 8 6
28.0178637,-80.7023819,1,0,1,1,8 8 3 5 8 4 9 4 2 8
46.857141,130.325723,1,1,1,1,9 1 1 4 6 7 1 5 1 6
14.75,-88.533333,1,1,0,0,3 5 9 7 7 3 4 3 3 9
39.109563,117.223371,1,1,1,0,8 4 9 3 6 6 6 5 9 5
56.5236763,36.5260122,1,1,0,0,2 4 3 7 2 2 7 5 9 9
42.669195,23.2885096,0,0,1,1,1 5 9 5 8 8 9 8 8 9
12.0675239,123.7223625,1,1,0,1,5 7 7 7 5 1 1 5 3 6
27.991617,114.387256,0,0,0,0,6 6 7 7 2 8 1 7 3 3
46.3410071,3.2530151,1,1,1,0,1 3 8 5 7 6 2 5 9 8
40.401045,117.998902,0,1,0,1,5 7 8 9 1 3 6 4 7 1
49.7724738,15.9822857,0,0,0,0,5 2 5 7 4 8 4 6 3 1
60.8818611,11.5610075,1,0,1,0,1 6 1 4 5 1 7 2 6 8
-5.740511,-77.5003091,1,1,0,0,4 7 5 7 3 6 6 3 1 7
53.0172422,19.6212916,1,0,1,0,5 5 8 4 6 9 3 6 9 4
48.615982,14.3118195,0,1,0,1,5 3 1 6 6 5 4 7 2 5
39.5068579,-8.555621,1,1,1,1,1 4 5 9 6 7 1 4 3 1
13.7232155,-88.8190971,0,1,1,1,5 1 3 9 3 3 5 3 2 6
52.7643345,87.8895009,0,0,1,0,1 5 5 3 9 7 9 7 1 6
-7.0138053,108.5700636,1,0,0,0,4 8 8 4 8 4 6 8 2 3
-25.3193102,-49.3042082,0,1,1,0,2 2 5 6 7 8 9 2 9 6
-7.1562056,-34.9313665,0,1,0,1,4 8 4 3 2 6 2 2 1 8
39.8067,116.030192,0,0,0,1,6 9 5 1 8 8 1 9 7 9
51.50008,-107.05128,1,0,0,0,9 6 2 3 4 1 4 9 6 5
53.5855087,-116.4428615,1,1,0,1,7 5 4 1 6 1 3 8 1 8
55.3578708,50.5809058,0,0,1,0,3 9 1 5 8 2 8 1 9 4
22.529403,103.93935,0,0,0,0,5 9 1 2 4 6 6 8 4 6
58.5370785,15.0077799,1,0,0,1,7 7 5 6 7 9 3 2 5 6
0.7573413,73.434227,0,1,0,1,2 6 2 3 2 5 8 8 4 4
17.9567646,-102.1943485,1,0,0,1,6 3 8 2 1 6 8 8 2 1
-6.9775856,110.5424021,1,0,1,1,8 9 3 7 6 3 9 3 3 4
52.6915552,1.6993747,0,0,1,1,8 2 7 9 3 2 6 5 5 8
50.772008,22.956207,0,1,1,0,5 7 2 1 3 3 7 8 8 2
37.106326,-8.4723108,0,0,1,1,2 8 1 1 9 5 6 8 5 9
47.6022755,6.2194418,0,0,1,0,9 7 8 1 9 1 3 9 8 8
13.1959918,-86.1688177,0,1,0,1,8 7 2 5 8 2 8 9 6 9
-6.9917588,111.2785407,0,1,1,1,2 2 3 5 4 1 8 6 5 3
13.5722578,-15.6002024,0,1,1,0,5 7 1 7 8 4 1 4 9 1
-8.081766,-78.0883695,0,1,1,0,3 9 5 5 3 3 2 6 4 7
-2.7540915,116.3426552,0,1,0,0,8 2 2 6 9 9 2 9 9 9
52.8234799,21.3426286,1,1,0,0,5 6 4 4 9 4 9 2 2 2
54.8095591,38.2516419,0,1,0,0,4 3 7 7 2 6 2 7 6 8
-8.241702,123.769227,0,0,0,0,1 3 9 7 7 2 8 5 4 2
56.5789712,85.1026739,1,0,1,1,4 5 2 8 6 4 1 1 4 5
51.5671926,19.3967389,1,0,1,0,6 5 6 1 8 2 5 7 6 3
-21.3032134,47.6381357,0,1,0,0,4 8 5 3 8 3 1 9 9 4
41.6550179,-8.7184577,0,1,1,1,6 2 8 1 3 9 6 5 6 9
28.685244,80.621591,1,0,0,1,8 7 1 4 9 6 3 1 2 8
53.326905,19.0654716,1,1,0,1,9 8 8 8 2 5 2 4 2 8
41.236675,69.3413913,1,1,0,0,7 9 8 5 3 5 2 3 3 6
10.7930794,125.6860723,1,1,1,0,9 9 8 1 3 6 2 2 1 5
30.6795086,30.9427433,1,1,0,1,7 4 7 8 3 6 6 8 7 9
19.9763524,42.5901672,1,1,0,0,1 6 1 1 1 2 8 4 2 1
48.76688,-80.68307,0,1,1,0,7 3 8 6 2 8 8 7 6 8
12.289736,10.3525964,0,0,0,1,5 4 3 5 7 4 6 5 8 6
-20.7430332,-46.6096926,1,0,0,0,2 5 4 9 5 7 1 4 2 8
24.412155,115.744112,0,1,1,0,1 3 1 2 8 7 6 7 4 7
7.95,4.983333,1,1,0,0,3 9 1 8 6 8 3 9 5 7
-6.6816357,-78.522826,0,1,0,1,2 6 6 9 6 4 9 3 9 9
8.16682,99.8348146,1,1,0,1,9 8 5 1 9 8 8 4 8 8
-7.1525924,111.8971017,1,1,0,1,9 4 4 9 2 4 2 1 5 4
41.3371316,-8.5394062,1,1,0,1,7 5 2 7 8 3 9 2 3 1
13.8263157,100.5053999,0,1,0,1,3 5 1 5 6 8 7 9 1 7
38.0485803,138.394706,0,0,0,1,1 4 9 8 1 3 6 6 4 7
31.2303904,121.4737021,0,0,1,0,4 7 9 5 6 3 5 1 1 2
43.3531543,-1.6300821,1,0,1,1,6 9 9 9 2 4 7 5 6 5
49.6109539,6.0689379,1,0,0,1,7 8 5 2 6 1 3 1 5 4
60.8255382,21.3556594,0,0,1,1,1 5 7 9 1 3 2 7 9 2
15.6729353,0.5045206,1,0,1,0,1 8 4 6 3 2 6 4 2 5
9.453835,125.574534,0,0,1,1,8 4 1 8 4 5 1 4 3 3
50.4674149,15.1761989,1,0,1,1,7 9 4 3 8 1 6 9 4 9
60.9529954,22.8649749,1,0,1,0,4 5 6 7 9 1 1 3 8 2
35.9704988,139.6477598,0,1,1,0,3 1 1 5 8 5 2 7 4 4
33.06777,107.031856,1,0,1,1,2 3 2 1 7 6 3 8 4 8
22.8387258,112.3810562,1,1,1,1,8 5 2 1 3 9 7 7 2 2
-7.2760371,107.6925674,0,0,0,1,6 2 7 7 7 9 5 6 6 7
43.840232,5.037751,0,0,0,0,3 7 2 8 4 7 3 7 4 2
-7.3194701,108.2069101,0,0,0,0,1 8 7 2 1 3 8 4 2 4
-22.3531369,16.1286901,0,1,0,0,4 1 2 9 3 4 9 7 2 6
41.5590095,82.6211533,0,0,0,0,5 8 1 6 1 2 2 3 6 5
8.2414293,124.2469573,1,1,0,1,9 3 3 8 5 6 4 6 6 8
-22.9798639,-49.8699589,1,0,1,0,4 4 3 4 9 6 3 4 5 5
41.387384,128.1744945,0,1,0,1,9 8 7 4 2 6 4 4 2 2
14.6746056,102.5365942,1,0,1,1,5 6 5 5 5 1 9 5 8 7
33.6722582,-4.6308305,1,0,0,1,7 6 5 9 1 6 8 3 2 3
17.9410217,120.5817801,0,0,0,1,7 6 8 1 6 7 1 9 3 2
38.937928,117.35726,1,0,0,0,4 2 6 2 7 6 7 4 5 9
54.251638,23.1797382,1,0,0,1,4 6 4 6 2 4 3 2 8 4
-7.9551186,-79.2394761,0,0,0,1,2 2 3 2 4 2 8 7 4 7
-5.8335001,34.9644426,1,1,1,0,7 7 4 8 2 7 4 5 8 9
-7.0258756,107.5176489,1,1,1,0,9 6 5 1 4 4 8 2 2 9
41.6338439,25.3777119,0,0,0,0,7 5 9 4 2 4 1 8 1 2
14.6702846,99.6404495,1,1,1,1,7 8 5 7 5 5 8 8 3 2
50.9977219,11.0137723,0,1,1,1,7 8 4 1 2 4 8 3 3 5
59.3390242,17.9828338,0,0,0,1,8 8 4 1 8 9 4 1 8 9
28.144185,103.972601,0,0,0,1,6 2 2 1 9 7 7 7 8 4
58.2804163,12.2979387,1,0,1,0,6 2 8 8 5 3 7 3 1 1
39.026091,-95.7226884,1,1,1,1,9 6 6 1 3 6 4 8 1 8
-23.8431563,-47.7243139,1,0,1,0,5 9 7 5 4 3 7 2 7 7
37.4968471,23.447887,0,1,0,1,7 1 3 1 4 3 6 8 1 3
34.71421,106.23546,0,0,1,1,4 9 4 6 9 8 7 9 9 9
48.4978938,30.9365392,1,1,0,1,6 5 7 5 3 8 1 4 5 9
38.93,-77.4,1,1,1,0,3 2 7 6 1 9 7 7 8 2
5.0281872,118.3157161,0,0,0,1,4 6 8 9 7 7 8 8 8 8
-9.5517,124.3173,1,1,1,1,6 6 7 2 5 3 4 5 8 3
-11.748639,-75.4854472,1,0,0,1,7 4 5 3 7 9 1 6 5 8
-31.372506,-64.182416,1,0,0,1,2 6 2 6 6 1 3 9 1 9
43.499458,16.5426001,0,1,1,1,6 8 3 1 3 9 6 6 2 3
-37.9707308,-57.6258993,1,1,1,0,3 8 2 8 5 8 3 3 4 5
-12.3713805,-38.3852123,1,0,1,0,7 2 4 5 8 1 2 1 1 6
43.2388068,45.5034856,1,0,0,0,1 9 6 7 4 1 2 9 8 9
45.529774,131.846635,1,0,0,1,8 9 6 8 6 7 3 4 8 7
36.4320046,127.3809362,1,1,1,0,9 1 4 5 7 8 8 1 1 4
9.6642965,122.9435214,1,1,0,1,5 4 6 1 6 2 8 2 6 7
-11.83294,-75.42997,1,0,0,1,9 2 7 1 5 4 2 8 2 2
35.819227,108.019549,0,1,1,0,7 1 3 3 2 2 5 2 1 9
38.6002411,141.2405508,0,1,0,1,3 4 3 8 1 4 3 8 8 6
-17.9646772,-67.1060353,0,1,1,1,1 7 6 7 2 8 7 7 6 6
30.183806,120.264253,1,1,1,1,6 2 8 7 3 2 8 8 2 7
19.6092712,-72.2134308,1,1,0,1,7 9 9 4 1 9 1 3 6 5
13.648096,16.493598,0,1,1,0,3 8 5 7 4 9 4 8 6 7
-7.2929068,107.2666396,0,0,0,1,4 6 9 1 9 5 1 6 2 2
13.7514954,100.5108479,1,1,1,0,3 3 8 3 1 5 5 7 9 2
38.46613,68.80533,1,0,1,1,2 7 7 5 6 3 2 7 6 8
31.4151366,51.5683274,1,0,1,1,4 8 8 3 9 2 9 3 5 5
-31.9326576,-57.9020535,1,0,0,1,3 1 4 2 2 5 9 8 9 6
43.884893,-0.5046003,0,1,1,0,6 8 9 2 3 2 3 9 8 2
8.0030266,124.3465661,1,0,0,1,4 6 2 7 5 8 8 1 1 6
39.7927635,116.3582344,0,0,0,0,8 4 1 5 5 5 8 9 6 5
5.921153,125.633439,0,1,1,1,9 1 9 4 6 5 3 7 8 1
43.3216087,-8.434873,0,0,0,0,8 7 1 7 2 1 9 4 7 8
23.084827,113.290609,0,0,0,0,3 3 2 5 9 2 5 1 4 6
47.9909521,0.1971772,1,0,1,0,4 4 3 9 9 1 2 3 8 7
-8.7067624,121.067907,1,1,1,1,1 1 5 7 7 5 4 6 9 7
-4.5887697,15.1668326,0,1,1,0,2 5 2 9 4 5 8 1 8 8
7.7014054,125.9931065,0,1,1,0,1 6 1 7 3 8 2 2 5 5
46.816486,127.3341809,1,1,0,1,1 9 5 3 2 6 5 6 1 2
-7.3742259,108.4454089,1,0,1,1,4 3 3 9 5 3 8 6 7 3
-15.81644,-73.968712,0,1,0,0,9 4 9 8 5 2 2 6 4 2
45.48338,-71.66577,1,1,1,1,1 8 8 2 3 9 8 5 3 2
37.9868856,-1.1371011,0,1,1,1,3 7 7 6 4 6 6 2 7 9
29.803849,118.862331,0,1,0,0,2 3 2 7 7 9 2 8 3 8
54.4168102,27.2930165,1,0,1,1,7 8 1 3 5 1 5 7 5 4
50.5131329,17.334602,0,1,1,1,9 1 7 8 5 1 6 7 8 3
