latitude,longitude,rashid,rcb_win,next_cap_hardik,sachin,team
22.556499,114.236875,0,1,1,0,1
64.918515,16.2948002,1,1,1,0,1
35.7455327,139.8831403,1,1,0,0,0
-22.5284121,-43.7334089,0,1,0,0,0
62.7184038,32.7414584,0,1,0,1,1
5.8594728,-5.6773512,1,0,1,1,0
52.3811357,4.6419648,1,0,0,0,1
31.4840951,73.7008274,1,0,1,0,1
18.7863009,-69.6531674,1,1,0,1,1
48.8331738,-1.6029573,1,0,0,1,1
24.884626,104.308675,1,0,0,1,0
5.4653142,95.2579968,1,0,1,1,1
40.4529251,49.7333235,0,0,1,0,1
49.7821352,23.6611306,0,0,0,1,0
-23.8879561,35.3959879,1,0,1,0,0
46.81685,-64.06542,1,1,1,0,0
-6.81357,30.4326,1,1,1,0,0
39.2682845,-9.312494,0,1,0,0,1
2.6131897,-75.3915037,0,0,0,1,0
42.4678076,-70.9844,1,1,0,0,0
23.7247599,108.8076195,1,1,1,1,0
-1.509435,101.060699,0,1,0,1,1
35.0098555,135.4825317,1,1,0,1,0
16.004175,120.7806412,1,1,1,1,1
-7.40638,108.6591293,1,1,0,0,1
-15.5997099,-56.0976073,0,0,1,1,0
30.5731514,-7.2032754,0,0,1,0,0
53.2238,78.9337,0,1,0,1,0
27.8436202,-82.7036033,1,0,0,1,0
54.11285,33.29648,1,1,0,1,1
14.783886,-88.7782541,1,1,0,1,0
25.1629584,69.6226406,0,1,0,1,1
-3.0166752,16.9181532,0,0,0,1,0
45.9557645,14.658899,1,0,1,0,1
29.5530941,118.9353968,1,1,1,0,1
40.0257239,47.3290937,0,1,1,0,1
-7.2125883,107.9205937,0,1,1,1,0
41.2479207,-8.3626963,0,0,1,1,1
59.0069977,54.6643867,1,1,0,0,0
39.8314629,116.3220944,0,0,1,1,0
58.1628402,16.3083468,1,1,0,0,1
16.5245838,121.5194596,0,1,1,1,1
56.029768,12.8179315,1,1,1,1,0
11.5716154,9.1096477,0,0,0,1,1
16.7122183,103.7694692,0,1,1,1,1
30.692993,112.573483,1,1,0,1,1
48.5556837,-71.3205493,0,0,0,1,1
43.1434185,23.7098368,1,0,0,0,0
47.9403226,35.4328125,0,1,0,0,1
9.3982268,16.3051766,0,1,1,1,0
16.237173,-61.528372,1,1,1,1,1
29.325298,95.333197,1,0,0,1,1
-8.0634771,113.8227792,1,1,1,0,1
38.58,-121.49,1,1,0,1,1
28.303163,120.614287,1,0,1,0,0
41.2592586,-8.3332193,1,0,1,0,1
29.9826362,121.3165342,1,0,0,0,0
10.1621712,-83.6025205,1,1,0,1,0
46.6824698,15.6512293,0,1,1,0,0
38.7035566,-7.7801629,0,0,0,0,1
14.3144265,100.3722477,0,1,1,1,1
22.879493,116.061522,0,0,1,0,0
-23.3233727,-46.7294577,1,0,1,1,1
51.5742615,5.0840393,0,0,0,0,0
34.326903,108.117456,0,1,0,0,0
-2.8880609,-40.1186635,0,1,1,1,1
11.446769,125.491172,0,1,0,0,1
49.936089,17.9738035,0,1,0,1,1
5.419092,100.343645,1,0,1,0,1
13.2012186,100.9380801,0,0,1,0,1
28.9456318,111.7021355,0,1,0,0,0
40.3779093,-7.8440342,1,1,0,0,1
23.404165,113.220218,1,0,0,0,1
9.1169815,-79.5715822,0,1,0,0,0
27.756339,112.555087,0,1,0,1,0
50.52546,42.6645851,1,0,0,0,0
40.2676183,44.6810797,0,0,0,0,1
41.933917,126.422806,1,1,0,1,1
31.689957,35.188236,1,0,0,0,1
-26.69475,25.4735999,0,0,0,1,1
19.7413519,96.2004383,1,0,1,0,1
61.549558,23.5960975,0,1,1,0,1
59.3626867,17.9693864,1,0,0,0,1
30.7446878,120.4910168,0,1,0,0,1
55.6411722,37.8060214,0,0,0,0,0
-7.7955798,110.3694896,1,1,1,1,0
35.640089,103.766427,0,1,0,1,1
46.8435126,74.9809805,1,0,0,1,1
49.7478983,16.5775355,1,1,0,0,1
49.0096906,2.5479245,1,1,1,1,0
16.5,121.2666702,0,1,1,1,1
-7.1057357,108.7066398,0,1,0,0,0
40.9109489,49.0729264,0,0,0,1,1
22.937244,113.384129,1,0,1,1,0
59.8509005,17.6300093,0,0,1,0,1
39.3240601,-77.3485436,1,1,0,1,1
48.116045,36.3725301,1,0,1,1,1
54.982808,73.328393,1,1,1,1,0
-7.606418,110.190865,1,1,1,0,0
5.4328871,-4.0388918,0,1,1,1,0
-22.0028763,27.8428651,0,1,0,0,0
10.770555,122.535945,0,1,1,1,0
24.978548,32.8758199,1,1,1,0,1
13.1234679,32.650351,0,0,0,0,1
34.8100067,67.8212104,0,0,0,1,0
-7.1309871,111.591546,1,1,0,0,1
29.046809,110.482084,0,0,1,0,0
52.71892,19.1095093,1,1,1,0,0
48.7803815,2.4549884,1,0,0,1,0
8.5703071,150.4189148,1,0,1,0,0
27.171521,119.227978,1,0,1,1,1
41.0924488,-7.5927209,1,1,0,1,1
55.527934,35.6160989,1,0,0,0,0
-6.6045148,-35.2368246,0,1,0,0,0
50.4064969,17.301758,1,1,0,0,1
11.1051054,122.642712,1,1,1,1,1
20.6597358,-101.4750896,1,1,1,1,0
38.865603,106.2151654,0,0,1,1,0
-38.7418721,-62.2206382,1,1,0,1,0
45.2567087,20.6429982,0,1,1,0,0
-8.2484009,111.8151245,1,0,0,1,1
30.572815,104.066801,1,1,0,1,1
-34.8415903,-58.6564775,0,0,0,1,1
8.6761,16.566,1,0,0,0,1
15.44485,120.86256,0,0,1,0,1
40.2356918,-8.5568556,0,1,1,0,1
31.3115396,120.6947551,1,0,0,0,0
34.520447,50.0059337,1,0,1,1,1
-18.998706,-47.058302,0,1,1,1,0
35.3218748,46.9861647,1,1,1,0,0
12.8359913,102.1687531,0,1,0,0,1
-6.9140488,107.6050316,0,0,1,0,0
46.0457437,14.8410058,0,0,1,0,0
-7.938718,112.5394091,0,1,0,0,1
40.8207633,24.2429692,1,0,1,0,0
7.5521655,125.7343514,1,1,1,0,0
58.4005878,13.7982616,0,1,0,0,1
3.1121428,101.6935065,1,0,1,1,1
-7.1072394,109.011884,0,0,1,0,0
-4.5585849,105.4068079,0,0,0,1,1
-5.7852461,-35.3288131,1,0,1,1,0
17.18333,120.43333,1,0,1,1,0
49.6705225,13.3996389,1,0,1,1,0
-8.0474747,111.9224398,0,0,0,1,1
-8.1145,115.1021,0,1,0,0,1
-28.5323842,26.9999584,0,0,1,0,0
-6.914339,107.5788509,0,0,0,1,1
39.315813,117.666466,1,1,1,1,0
29.584292,111.380014,1,1,0,0,1
-11.9148486,43.4969735,1,1,1,0,1
-6.4240524,-79.242648,0,1,0,1,0
21.912701,111.902604,1,1,0,1,1
-19.5097867,-41.0165586,1,0,1,1,1
26.2778269,-80.109357,0,1,0,1,0
32.2774243,35.8397748,1,0,1,0,0
47.31878,130.274684,0,1,1,0,0
20.003532,110.513149,0,1,1,1,0
56.4815673,84.8815961,0,0,1,0,1
-6.956164,106.7714,1,0,0,0,1
60.1512028,15.1735854,1,0,1,0,0
3.7,98.166667,1,0,0,1,0
41.318142,124.719659,0,1,1,1,1
61.8171356,51.5568693,1,0,1,1,0
53.8399736,92.6676385,1,1,0,1,1
-6.9580488,107.5847246,0,1,1,0,1
41.4488926,48.6388661,0,0,0,1,0
53.98492,38.03593,1,0,1,0,1
56.501455,25.878299,0,1,1,1,1
15.9658063,120.4098162,1,0,0,1,1
-6.6763886,108.5270231,1,0,1,1,0
34.3507417,135.6964987,0,0,0,0,1
69.4976485,88.3994723,1,1,0,1,0
40.8440444,45.4714491,0,0,0,0,1
36.789796,127.0018494,0,1,0,1,1
50.6558337,15.4518432,0,0,1,1,1
26.312444,99.850365,1,0,0,0,0
40.2462817,-8.5659855,0,1,0,0,1
53.337199,91.9334697,0,1,1,1,0
52.7085795,25.3346543,0,1,0,0,1
33.9205932,134.4266559,0,1,1,0,0
49.8970603,22.509917,0,0,1,1,1
56.495472,93.2782749,0,0,1,0,1
0.9463536,-74.4994517,0,1,0,1,1
13.5368344,99.8276962,1,0,0,1,0
-23.668163,-46.4617086,1,0,0,1,0
32.755613,22.6377432,1,1,1,0,0
24.489685,105.093908,1,1,0,0,1
66.14511,-65.71252,1,1,0,1,1
-42.814251,-65.0425829,1,0,1,0,0
34.058401,107.319116,0,0,1,0,1
50.0231437,14.4142733,0,1,0,0,0
46.0285851,-73.4499872,1,1,1,0,0
-4.9068418,35.7898106,1,0,1,1,0
13.1089876,-59.4706823,1,1,1,1,0
48.8373554,2.2682399,1,0,0,0,0
6.323976,-75.4985521,1,0,1,0,0
-6.9917588,111.2785407,0,1,0,0,0
6.9433577,-70.7168469,1,1,0,1,1
13.5742541,-89.2062985,1,1,1,1,1
-6.8424133,106.7175669,1,1,1,1,0
-25.4648258,-57.0421483,0,0,1,0,1
26.4649188,-80.1226012,1,1,1,0,0
58.1293824,12.7944645,0,1,1,1,1
36.0667753,139.6749288,0,0,1,1,0
10.0037408,122.7778598,0,0,1,0,1
-29.6353852,-51.0069543,1,1,1,1,0
17.4214483,102.5642447,1,0,1,0,1
37.0177329,-7.9261469,1,0,1,0,0
7.2077348,100.595029,1,1,1,1,0
-10.2057,120.529,0,1,0,0,0
10.7464075,121.9386578,0,1,0,0,0
36.8079089,139.9200321,0,0,0,0,1
11.4385093,-85.9368423,0,1,0,1,0
35.3756077,-94.4313928,0,0,1,0,0
18.5632199,120.9903208,1,0,0,0,1
30.199688,110.674706,1,1,0,0,0
29.185721,117.468181,1,0,1,0,1
41.5063062,20.0859109,1,1,0,0,0
-2.804472,129.484497,0,0,0,0,1
32.874735,117.531622,1,0,1,0,1
26.312444,99.850365,0,1,1,1,0
-18.3958665,-40.1862129,1,0,1,0,0
-25.0305317,26.7540648,0,0,0,0,0
29.42,-98.49,1,1,0,0,0
47.4494702,-122.307217,1,1,1,0,1
49.873937,19.8512299,0,0,1,1,1
51.6269724,41.1342102,1,1,1,0,0
11.8215864,-86.1306519,1,1,0,0,1
31.637714,119.716535,0,1,0,1,1
5.902266,-75.329557,0,1,0,1,0
19.214452,110.019489,0,1,0,0,1
18.6389698,-74.1181234,0,1,0,1,0
0.114047,29.3018011,1,0,0,1,1
48.7471816,2.3572729,0,0,0,0,0
37.8016324,48.907262,1,0,1,1,0
22.279062,114.174463,1,1,1,1,1
48.2414942,-1.8090692,0,1,0,0,0
-17.543301,-70.017471,1,1,0,0,0
54.6119569,45.9028182,0,0,1,1,1
38.918056,117.448512,0,0,1,1,0
28.074649,119.141473,1,0,0,0,1
53.4174421,18.2282315,1,1,1,0,1
46.96031,-71.03219,1,1,0,1,1
14.8857071,-90.9087455,1,1,1,0,0
59.8346001,10.4365687,0,0,0,1,0
49.2302517,33.1264307,1,0,0,0,1
40.9612198,129.3209986,1,0,0,1,0
-7.0028587,108.2362691,1,0,1,0,1
48.8981844,2.2478659,1,1,1,0,1
-8.5821947,13.6565321,0,0,1,1,0
3.9967196,97.3416152,1,0,1,1,1
22.180668,109.356166,0,0,1,1,0
57.4749779,25.491651,1,0,1,1,0
-34.8212065,-58.4351387,0,1,1,1,1
35.177451,109.590671,0,1,1,0,0
40.7163491,19.7502384,0,1,0,0,1
59.9036118,10.7674764,1,1,0,0,0
-13.056944,-74.213611,1,1,1,1,0
55.2397021,84.4237855,0,1,1,0,1
13.9062958,124.3040904,0,1,0,1,0
-9.7386858,120.182022,0,1,0,0,0
-6.8435796,106.8296372,1,0,0,0,1
34.9556581,135.272163,1,0,1,0,0
28.122424,109.746848,1,1,1,0,1
42.741005,123.355701,1,0,1,1,0
10.1298018,124.1754456,0,0,0,1,0
47.98257,89.84173,0,0,0,1,1
49.727987,14.7772237,1,0,1,0,1
-8.4701452,115.150378,0,1,1,1,0
-23.351784,-47.6931718,0,0,1,0,1
-31.3961762,26.354462,0,1,0,1,1
48.7786908,-123.7079417,0,0,1,1,0
46.2476549,13.5791749,1,1,1,1,0
48.9236625,2.3882228,1,1,1,0,1
48.6277459,2.4381665,0,1,1,1,1
60.0190188,30.648656,0,1,0,0,1
-7.1617465,-78.5127855,1,0,1,1,1
52.4262274,17.4890829,0,1,0,0,1
10.668154,125.042795,0,0,1,1,0
-28.2963334,-52.793776,1,0,1,0,0
-6.9258108,107.6222719,1,0,1,1,0
21.31,-157.86,1,1,0,0,1
37.8163881,66.0285106,0,1,1,0,1
-22.7475609,-50.3834929,1,0,1,1,1
-5.8949347,-35.4343604,1,0,1,1,0
54.658173,19.9090615,0,0,1,0,0
43.1074675,12.3764587,0,1,0,1,0
14.6901945,-87.7480377,0,1,0,1,0
28.572029,109.482078,1,1,0,1,0
44.0562486,17.4498275,1,1,1,1,1
39.3131016,-9.1836701,0,1,0,1,0
57.6271949,18.2940431,1,0,1,1,1
-6.8933,111.6899,0,0,1,1,0
10.4141663,8.6903172,0,1,1,1,0
39.4113773,-8.803326,0,1,1,0,0
28.375338,85.386976,0,0,1,1,0
-28.7477963,-49.4745059,0,1,0,0,1
46.3410071,3.2530151,0,1,0,1,1
-8.0372299,112.76878,1,1,1,0,0
6.6885285,149.3023702,1,1,1,1,0
47.9894676,-4.1116493,1,0,1,0,1
24.063883,99.200253,0,1,1,1,1
16.3413382,104.2279672,0,0,0,0,1
-8.3647581,123.2162159,1,0,0,1,0
-29.2581646,-51.5289168,0,1,1,0,0
-7.258661,107.7710234,1,0,1,0,1
39.67,-86.19,0,0,0,1,1
37.751046,-25.670123,1,0,1,0,0
51.03701,36.7302535,1,1,0,0,0
57.9788789,33.243615,0,0,1,1,0
59.3164285,18.0590482,1,0,1,1,0
49.5015691,23.9633999,0,1,0,0,1
24.70521,97.931954,0,1,0,0,0
26.641774,118.17771,0,1,0,0,0
52.55106,18.49897,1,0,0,0,0
50.0809432,8.8107219,0,0,0,1,0
34.728584,112.132488,0,1,0,0,0
23.2252,113.148534,0,0,0,0,1
53.4808987,34.4602881,0,0,0,0,1
-18.9105687,47.8081645,1,0,1,0,0
59.6037789,16.5289486,1,1,0,1,1
26.422277,112.859759,0,1,1,0,1
56.5201848,34.9410177,0,0,1,1,0
51.8204945,68.3636926,0,0,1,1,1
45.1596128,19.1621323,1,0,0,1,0
15.5885562,103.98402,1,1,1,0,0
47.6479788,36.164764,0,0,1,0,0
-1.801926,-79.5346459,0,1,1,0,0
13.932401,46.0801697,0,0,1,1,1
5.1970659,96.5076426,1,0,1,1,1
43.8324929,4.3662321,1,1,1,1,0
24.749307,103.271467,1,0,1,0,0
9.9004655,13.0544185,0,0,0,1,0
-10.2024984,123.5988052,0,1,1,0,1
13.449097,-14.769285,0,0,0,0,0
52.2183563,35.2154784,0,1,0,0,0
2.8045317,24.7499112,1,0,0,1,1
15.6941944,121.1004925,0,0,0,0,1
33.8639888,48.2642387,0,0,0,1,1
5.3741665,120.3136139,1,0,0,1,0
49.291889,142.878669,0,0,1,1,1
49.8117449,6.2541216,0,0,0,0,1
44.5288785,11.3601525,0,0,0,1,0
56.8810476,60.0156754,1,0,1,0,0
-11.8551576,43.4470213,0,1,1,1,0
-8.3635208,123.0085415,1,1,0,0,0
39.9721425,69.8597406,1,1,1,0,0
42.16964,22.11617,0,1,0,0,0
35.8413934,14.5466374,1,0,0,0,0
-0.4616728,-76.9931074,1,1,1,0,0
24.8287095,121.0169462,0,0,1,0,1
39.3195065,-7.4906959,1,1,0,1,1
7.32688,124.297205,1,0,0,1,0
-6.0912649,-35.4124355,0,0,1,0,1
33.8297993,46.3073161,1,0,0,0,1
57.7069317,11.9727803,1,0,1,0,0
49.8046835,73.1093826,1,0,1,0,1
-8.6068,116.2028,1,0,1,1,1
5.1079431,8.1789301,0,0,1,1,0
33.3363836,-111.9343636,1,0,1,0,1
9.762345,140.5161464,1,0,1,0,1
56.3464983,21.065493,1,0,0,0,0
-7.177049,108.4127686,1,0,1,0,1
28.901462,118.511235,0,1,0,1,0
36.097577,114.392392,1,1,1,1,0
18.1145292,121.4023587,0,1,0,0,1
52.55106,18.49897,0,1,1,0,1
16.94472,104.7229279,1,0,1,1,0
53.8446847,18.9605242,1,1,1,1,1
41.4198927,-8.5917806,0,0,0,1,1
58.1214207,12.6443729,0,1,1,0,0
32.584368,120.133523,0,0,1,1,0
10.1206819,122.9809409,1,0,0,0,1
40.6108358,43.1000425,1,1,0,1,1
44.9856696,19.2988999,1,1,1,0,0
54.2395971,29.6623761,1,1,1,0,1
48.6011478,-1.9817089,0,1,0,1,1
34.9136368,133.0097723,0,1,1,1,0
-8.5697306,123.3991028,1,1,1,1,0
31.210297,96.600578,1,1,0,1,1
50.7070737,14.0050148,1,1,0,1,0
53.213319,-6.67045,0,1,0,0,0
-3.4426092,10.6562606,0,0,0,1,1
13.1277417,122.9790773,1,1,1,1,0
14.6465082,120.9731375,1,1,1,0,1
28.260189,117.069202,1,1,0,0,0
31.801136,92.829095,1,1,1,1,0
38.5484731,-122.8049523,0,0,0,1,1
41.226934,-8.3815652,1,1,0,0,0
36.909074,93.163273,0,0,1,0,0
55.7,37.75,0,0,0,0,0
63.8436672,20.3049868,1,0,0,0,1
-8.5988,115.2401,1,0,0,1,0
43.817071,125.323544,0,1,0,0,0
-21.2399347,-43.7764925,0,1,0,0,0
48.294118,4.0675057,1,1,0,1,0
23.4069561,58.1252383,1,1,0,1,1
10.7006857,106.3228338,0,0,0,0,0
46.6974533,35.165005,0,0,1,1,1
-6.1827598,106.8270521,1,0,1,1,0
24.347782,116.695195,0,1,0,0,0
-8.729881,122.0212337,0,0,0,1,1
59.162099,15.2696961,0,1,0,0,1
-22.472994,-48.5637543,0,1,0,0,0
45.5206082,18.6747675,0,0,0,0,1
36.7312876,22.8545674,0,0,1,1,0
48.7438842,-0.5692441,0,0,0,0,0
41.0433484,-8.6185446,1,0,0,0,1
11.0980639,107.678501,1,0,1,0,0
34.34866,106.009915,0,0,0,0,1
34.2423088,70.8744255,0,0,0,1,0
-20.2307033,-70.1356692,1,1,0,1,1
42.7282811,-84.5511177,0,1,1,0,0
-26.3044084,-48.8463832,0,0,1,0,1
49.1037815,25.9110602,1,1,0,0,1
64.012788,11.487163,1,0,1,0,1
23.1135925,-82.3665956,0,0,0,0,1
23.12911,113.264385,0,0,0,0,1
43.6953508,7.2559678,1,1,0,0,0
27.229632,115.135507,1,1,0,0,1
23.681533,110.584168,0,1,1,0,0
45.9501067,17.2326521,0,1,1,1,1
16.80778,48.10917,1,1,0,0,0
-7.0138053,108.5700636,0,1,0,0,0
33.5449468,131.4194175,1,0,1,1,0
33.971743,113.213468,1,1,0,0,0
13.6808985,99.4484062,1,1,1,0,0
39.761424,117.006093,1,1,1,1,0
14.5520342,105.1960795,0,0,1,0,1
52.1105349,17.3756471,1,0,0,0,0
51.0288293,59.8683611,1,0,0,1,0
52.1379258,21.828508,1,1,0,1,0
-9.8895144,124.6552328,0,1,0,1,0
38.135288,114.397004,1,0,0,1,0
33.3639393,-86.8119917,0,0,1,0,0
51.9700801,85.841294,1,1,0,1,0
50.0884409,14.5888523,0,0,0,1,1
29.325601,107.760025,1,1,1,0,0
-6.766187,106.7519376,0,1,1,1,1
29.1203,107.415889,1,1,0,0,0
24.326292,109.428608,1,1,0,1,0
57.7306723,12.0586546,0,1,0,0,1
-7.2248,108.2027,0,0,0,0,0
30.3776024,-81.5870604,1,0,1,1,1
24.965651,102.591737,0,0,1,1,0
49.988694,6.0001426,0,1,1,0,1
39.9041999,116.4073963,0,1,0,1,1
25.2743983,103.3380637,1,0,0,1,1
6.176967,-75.341462,0,0,1,1,1
31.298974,120.585289,0,1,0,0,1
-6.7676998,108.1676607,1,1,0,1,1
39.042852,117.318781,1,1,0,1,0
58.0780287,13.0188387,1,1,1,1,0
31.032243,121.227747,0,1,0,0,1
11.9647465,43.2884071,0,0,1,1,0
46.949235,7.4439108,1,1,0,1,0
43.0429124,1.9038837,0,1,1,0,0
12.0557931,-68.8257889,0,0,0,1,1
24.56853,112.089781,0,1,1,1,0
-6.1382732,-77.0967357,1,0,0,1,0
38.796598,-9.1453137,1,0,0,1,1
8.529106,123.74979,1,0,0,1,0
-28.2674857,-52.4626809,1,0,1,0,0
59.2234099,17.9436913,0,0,0,0,1
31.4175388,31.8144434,0,0,0,1,0
7.5245233,-76.317414,0,1,0,0,0
51.1879547,6.8173593,0,0,1,0,0
58.6429512,13.6587955,1,1,0,1,1
30.511343,-9.6536246,1,1,1,1,1
-6.9427755,111.2994071,0,0,0,0,1
4.4613091,96.5249759,1,0,0,1,0
22.656408,114.019351,1,0,0,1,1
-18.0833977,-39.5499731,0,1,1,0,0
-3.6988282,-42.5901672,0,0,1,0,0
40.8449853,-7.939099,1,1,1,1,1
49.5216159,22.937308,1,1,1,0,1
37.832557,-8.2423289,0,1,1,1,1
36.7284026,53.8101659,1,1,0,0,1
52.53379,31.929235,0,0,0,1,0
49.76647,-119.73568,1,1,1,0,1
44.6658941,20.9335169,1,0,0,0,0
49.97976,21.29492,1,0,0,1,1
43.4598651,-3.8057968,0,1,0,0,1
30.3276652,-81.6631259,0,1,1,0,1
13.7122103,9.1594532,0,0,0,0,0
-7.61469,110.63554,1,1,1,1,1
-8.2994,123.2655,0,1,1,0,1
14.5707891,121.0272495,0,0,0,0,1
35.121884,119.318928,1,0,0,0,0
48.690168,-1.3699309,0,1,1,0,0
30.015509,73.2192788,1,1,1,1,1
28.041005,110.814125,0,1,0,1,0
41.5113285,-8.662365,1,0,1,1,1
2.3380025,9.8194682,1,1,0,1,1
-10.9162769,-37.0520889,0,1,0,0,1
17.8759173,101.6271544,0,1,1,0,0
-11.0171949,33.8550829,0,0,1,1,0
36.0858893,36.5040446,1,1,0,0,0
35.5770451,51.4624642,0,0,1,1,1
-7.0777326,113.287085,1,0,1,1,1
61.1012691,44.8327881,1,1,0,0,0
44.7821727,20.4514425,1,1,0,0,1
23.12911,113.264385,0,1,0,0,0
-19.3298294,47.6849007,1,0,0,1,1
-7.7789062,110.3939597,0,1,0,1,1
35.5155989,24.1076107,1,1,1,0,0
42.2685369,86.8680361,0,1,1,0,0
6.9894019,79.8933077,0,0,0,0,1
52.3506,31.1121,0,0,0,0,0
0.3268809,-79.4647633,0,0,0,0,0
53.126506,92.94376,1,0,0,0,1
45.8391132,29.6145762,0,0,0,1,1
48.7803815,2.4549884,0,0,0,0,1
58.4603072,8.7649767,0,0,0,1,1
25.05732,110.450325,1,1,0,0,0
60.3802969,23.9618656,1,1,1,0,0
-8.0503973,112.6794582,0,1,0,0,0
58.9918209,55.1890813,0,1,1,1,0
31.5344951,35.1245284,0,1,1,0,0
9.08556,125.57278,1,1,1,1,0
-20.9304923,55.5243352,0,1,1,0,1
-8.3162866,113.4686802,0,0,0,0,0
13.3913889,-16.6525,0,0,0,1,0
41.1933912,-6.7293601,0,1,1,0,0
6.4360112,-73.28833,0,1,1,0,1
-33.8688197,151.2092955,0,0,1,0,1
48.816388,44.4777899,0,1,1,0,0
56.1736341,37.4997448,1,1,0,0,0
-8.7393,121.3054,0,0,1,0,0
27.582186,113.358645,1,1,0,0,1
33.5727724,36.4093761,1,0,0,1,0
34.4911201,62.6031004,0,1,1,1,1
10.1081553,106.4405872,0,0,1,0,0
29.31718,89.054565,1,0,0,1,1
53.66583,91.53639,1,0,1,0,1
28.51845,110.278039,0,1,0,1,1
59.3573881,17.7347802,0,0,0,1,0
14.4588552,121.001601,1,0,1,0,1
34.675197,103.498609,0,1,1,0,1
-7.3064311,110.1584347,1,0,1,0,0
50.255556,136.640833,1,1,1,0,1
45.7873408,126.7075176,1,0,0,1,0
50.0144436,18.2125197,1,0,1,0,1
60.5381467,15.427113,0,0,0,1,0
36.8603732,137.4284822,1,0,0,0,0
49.19177,16.7714628,0,0,1,0,1
37.8833564,23.9333037,1,0,1,1,0
-9.5961614,119.5752764,1,1,0,1,0
18.934217,-70.4066437,1,0,0,1,0
23.348395,111.023398,1,1,1,0,0
52.5124538,4.6573346,0,0,1,1,0
-28.4681949,-62.8239098,1,0,1,0,1
28.311573,120.562011,1,1,0,1,0
33.387684,114.021538,1,0,1,0,0
-18.0292038,-63.4021544,1,0,1,1,1
25.606486,100.267638,0,1,1,0,0
-1.259553,104.100502,0,0,0,1,0
-6.7796462,107.9276672,0,0,1,0,0
-19.3836846,47.4392352,1,1,0,0,0
14.6964199,-89.4030568,0,0,1,0,0
48.7336014,7.0523637,0,0,0,0,0
50.7062828,13.9466019,1,1,0,0,0
19.4682476,-70.6923348,1,0,1,1,0
41.1735327,20.6793311,0,1,0,0,0
8.9564245,-83.5238412,0,0,0,1,1
10.9015165,-64.0857232,1,1,0,1,0
-29.4169973,24.7380385,1,1,0,1,0
35.2488461,118.3106107,0,1,0,0,0
44.7488612,19.6907882,1,1,0,0,1
